actiontype,actiondate,treeid,supervisordistrict,addressno,altdescription,legalstatus,ownername,siteorder,locsite,sitetype,planttype,scientificname,commonname,treephoto,x,y,lat,long,point,:@computed_region_jwn9_ihcz,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md
Posted 24hr,2020-06-25T00:00:00.000,138111,5,2109,Bush St  :  Cottage Row  -  Webster St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Planting site (pave),Planting Site (pave),{'url': 'http://bsm.sfdpw.org/treephotos/138111/mobilePic1696107882380.jpg'},6003316.4709,2114827.0332,37.78719430476899,-122.43209961992923,"{'type': 'Point', 'coordinates': [-122.432, 37.7872]}",101,101,4,11,30
Posted 24hr,2020-11-20T00:00:00.000,137691,5,2175,Golden Gate Ave  :  Central Ave  -  Masonic Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Rhamnus alaternus,Italian Buckthorn,{'url': 'http://bsm.sfdpw.org/treephotos/137691/mobilePic1605886738367.jpg'},5999187.5809,2111472.1809,37.77777779705016,-122.44600111251044,"{'type': 'Point', 'coordinates': [-122.446, 37.7778]}",97,97,7,11,18
Posted 15 Day,2018-02-20T00:00:00.000,17142,10,1030,Oakdale Ave  :  Griffith St  -  Baldwin Ct,DPW Maintained,DPW,1,"Sidewalk, Curb side",Cutout,Tree,Ligustrum lucidum,Glossy Privet,{'url': 'http://bsm.sfdpw.org/treephotos/17142/mobilePic1518563241215.jpg'},6017965.0245,2093314.70496,37.728860307861744,-122.3802869202717,"{'type': 'Point', 'coordinates': [-122.38, 37.7289]}",78,78,2,9,1
Posted 15 Day,2017-10-25T00:00:00.000,179382,9,143,University St  :  Silliman St  -  Felton St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Rhamnus alaternus,Italian Buckthorn,{'url': 'http://bsm.sfdpw.org/treephotos/179382/mobilePic1508964624632.jpg'},6007980.64963,2093237.82874,37.728057252522575,-122.41470809910555,"{'type': 'Point', 'coordinates': [-122.415, 37.7281]}",92,92,2,2,7
Posted 15 Day,2018-09-18T00:00:00.000,235963,9,94,Peralta Ave  :  Hampshire St  -  York St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Prunus cerasifera,Cherry Plum,{'url': 'http://bsm.sfdpw.org/treephotos/235963/mobilePic1537301438055.jpg'},6010279.62781,2100279.49219,37.747670987615074,-122.40678590756944,"{'type': 'Point', 'coordinates': [-122.407, 37.7477]}",60,60,9,2,2
Posted 15 Day,2018-05-16T00:00:00.000,238913,9,1068,South Van Ness Ave  :  21st St  -  22nd St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Pyrus calleryana,Ornamental Pear,{'url': 'http://bsm.sfdpw.org/treephotos/238913/mobilePic1526499542753.jpg'},6007587.82444,2103414.46405,37.756367446662814,-122.41664311639151,"{'type': 'Point', 'coordinates': [-122.417, 37.7564]}",53,53,3,2,20
Posted 30 Day,2021-11-29T00:00:00.000,266733,6,595,Market St  :  Bush St  -  02nd St,DPW Maintained,DPW,6,"Sidewalk, Curb side",Cutout,Tree,Platanus x hispanica,"Sycamore, London Plane",{'url': 'http://bsm.sfdpw.org/treephotos/266733/mobilePic1636485408661.jpg'},6012388,2115451,37.790108536001824,-122.40022219002708,"{'type': 'Point', 'coordinates': [-122.4, 37.7901]}",108,108,6,10,8
Posted 30 Day,2018-08-01T00:00:00.000,242655,8,502,Diamond St  :  22nd St  -  Alvarado St,DPW Maintained,Private,3,"Sidewalk, Curb side",Cutout,Tree,Ulmus parvifolia,Chinese Elm,{'url': 'http://bsm.sfdpw.org/treephotos/242655/mobilePic1533152739928.jpg'},6001805.86123,2102847.44693,37.75394913329351,-122.43656317028628,"{'type': 'Point', 'coordinates': [-122.437, 37.7539]}",84,84,3,5,22
Posted 15 Day,2017-12-19T00:00:00.000,140717,5,556,Scott St  :  Fell St  -  Hayes St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Empty,Planting site,Planting Site,{'url': 'http://bsm.sfdpw.org/treephotos/140717/mobilePic1562954473749.jpg'},6002162.097,2110427.6982,37.7747412910115,-122.43603464569462,"{'type': 'Point', 'coordinates': [-122.436, 37.7747]}",23,23,4,11,9
Posted 24hr,2023-07-24T00:00:00.000,229801,9,232,Lexington St  :  19th St  -  20th St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Jacaranda mimosifolia,Jacaranda,{'url': 'http://bsm.sfdpw.org/treephotos/229801/mobilePic1690233230323.jpg'},6006479.77522,2104722.77918,37.75934612366917,-122.42058318225935,"{'type': 'Point', 'coordinates': [-122.421, 37.7593]}",53,53,3,2,20
Posted 30 Day,2019-04-10T00:00:00.000,214316,7,1898,08th Ave  :  Noriega St  -  Ortega St,DPW Maintained,Private,3,"Sidewalk, Curb side",Cutout,Tree,Tree(s),,,5993790.06824,2102612.96107,37.75382498822763,-122.46452624726125,"{'type': 'Point', 'coordinates': [-122.465, 37.7538]}",44,44,10,8,14
Posted 15 Day,2018-01-04T00:00:00.000,83910,4,1515,44th Ave  :  Kirkham St  -  Lawton St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Lagunaria patersonii,Primrose Tree,{'url': 'http://bsm.sfdpw.org/treephotos/83910/mobilePic1515103664697.jpg'},5982467.7611,2104767.4351,37.757720387044266,-122.50358802734542,"{'type': 'Point', 'coordinates': [-122.504, 37.7577]}",39,39,10,7,35
Posted 24hr,2021-08-05T00:00:00.000,143396,6,1160,Market St  :  07th St  -  Hyde St,DPW Maintained,Private,6,"Sidewalk, Curb side",Cutout,Tree,Platanus x hispanica,"Sycamore, London Plane",{'url': 'http://bsm.sfdpw.org/treephotos/143396/mobilePic1628187637713.jpg'},6008614.307,2112023.7285,37.77962724493064,-122.41366221513643,"{'type': 'Point', 'coordinates': [-122.414, 37.7796]}",21,21,5,10,36
Posted 15 Day,2019-08-14T00:00:00.000,19042,2,3257,Sacramento St  :  Lyon St  -  Presidio Ave,DPW Maintained,DPW,1,"Sidewalk, Curb side",Cutout,Landscaping,Landscape Plants,Landscape Plants,{'url': 'http://bsm.sfdpw.org/treephotos/19042/mobilePic1698095171781.jpg'},5999209.87226,2115305.32061,37.788275094820904,-122.44628140205363,"{'type': 'Point', 'coordinates': [-122.446, 37.7883]}",10,10,8,6,31
Posted 30 Day,2019-02-20T00:00:00.000,219600,9,953,Treat Ave  :  22nd St  -  23rd St,DPW Maintained,Private,4,"Sidewalk, Curb side",Cutout,Tree,Arbutus 'Marina',Hybrid Strawberry Tree,{'url': 'http://bsm.sfdpw.org/treephotos/219600/mobilePic1550689490267.jpg'},6008613.26133,2103064.87325,37.754965234289,-122.41321746823323,"{'type': 'Point', 'coordinates': [-122.413, 37.755]}",53,53,3,2,20
Posted 15 Day,2018-09-10T00:00:00.000,183746,4,2262,35th Ave  :  Rivera St  -  Santiago St,DPW Maintained,FUF,1,"Sidewalk, Curb side",Cutout,Tree,Olea europaea 'Fruitless',Fruitless Olive,{'url': 'http://bsm.sfdpw.org/treephotos/183746/mobilePic1536610730422.jpg'},5985473.7264,2099808.2185,37.745092613234235,-122.49303288628725,"{'type': 'Point', 'coordinates': [-122.493, 37.7451]}",40,40,10,7,35
Posted 30 Day,2019-09-24T00:00:00.000,260571,7,131,Edgehill Way  :  Garcia Ave  -  Pacheco St,Significant Tree,Private,5,Front Yard,Yard,Tree,Cupressus macrocarpa,Monterey Cypress,{'url': 'http://bsm.sfdpw.org/treephotos/260571/mobilePic1721245998443.jpg'},5994866,2098973,37.743467496125845,-122.46026329294835,"{'type': 'Point', 'coordinates': [-122.46, 37.7435]}",49,49,10,8,41
Posted 24hr,2023-12-28T00:00:00.000,137073,2,3598,Clay St  :  Laurel St  -  Locust St,DPW Maintained,Private,3,"Sidewalk, Curb side",Yard,Tree,Ulmus pumila,Siberian Elm,{'url': 'http://bsm.sfdpw.org/treephotos/137073/mobilePic1703791151995.jpg'},5997662.02457,2115459.05462,37.78854229865655,-122.45130334247943,"{'type': 'Point', 'coordinates': [-122.451, 37.7885]}",10,10,8,6,31
Posted 24hr,2020-06-05T00:00:00.000,239172,8,66,Dorland St  :  Guerrero St  -  Dolores St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Pyrus kawakamii,Evergreen Pear,{'url': 'http://bsm.sfdpw.org/treephotos/239172/mobilePic1619639090574.jpg'},6005143.16857,2105759.69419,37.76227915727958,-122.4250387880302,"{'type': 'Point', 'coordinates': [-122.425, 37.7623]}",37,37,3,5,20
Posted 30 Day,2019-03-14T00:00:00.000,124563,2,3961,Sacramento St  :  Cherry St  -  Arguello Blvd,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/124563/mobilePic1582924663268.jpg'},5995805.4951,2114830.61556,37.78677575194779,-122.45806514496044,"{'type': 'Point', 'coordinates': [-122.458, 37.7868]}",10,10,8,6,31
Posted 15 Day,2019-04-26T00:00:00.000,131737,2,2901,Washington St  :  Divisadero St  -  Broderick St,DPW Maintained,Private,4,"Sidewalk, Curb side",Cutout,Abandoned,Planting site (pave),Planting Site (pave),{'url': 'http://bsm.sfdpw.org/treephotos/131737/mobilePic1651264418945.jpg'},6000792.75525,2116183.53654,37.790647447163636,-122.44181936851969,"{'type': 'Point', 'coordinates': [-122.442, 37.7906]}",102,102,8,6,30
Posted 24hr,2023-03-10T00:00:00.000,126718,2,2350,Green St  :  Steiner St  -  Pierce St,DPW Maintained,Private,15,"Sidewalk, Property side",Cutout,Abandoned,pave,paved,{'url': 'http://bsm.sfdpw.org/treephotos/126718/mobilePic1642177672928.jpg'},6001609.63526,2118047.91792,37.79584527733574,-122.43777056326873,"{'type': 'Point', 'coordinates': [-122.438, 37.7958]}",102,102,4,6,30
Posted 15 Day,2019-07-01T00:00:00.000,130469,2,2350,Green St  :  Steiner St  -  Pierce St,DPW Maintained,Private,8,"Sidewalk, Curb side",Cutout,Tree,Magnolia grandiflora,Southern Magnolia,{'url': 'http://bsm.sfdpw.org/treephotos/130469/mobilePic1562010247002.jpg'},6001711.46608,2118055.39023,37.79584527733574,-122.43777056326873,"{'type': 'Point', 'coordinates': [-122.438, 37.7958]}",102,102,4,6,30
Posted 15 Day,2018-09-05T00:00:00.000,240001,8,3861,24th St  :  Vicksburg St  -  Sanchez St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Ginkgo biloba,Maidenhair Tree,{'url': 'http://bsm.sfdpw.org/treephotos/240001/mobilePic1538505241318.jpg'},6004050.96962,2101863.58561,37.75160431374911,-122.42910327947435,"{'type': 'Point', 'coordinates': [-122.429, 37.7516]}",84,84,3,5,22
Posted 24hr,2022-02-16T00:00:00.000,204931,7,1227,Plymouth Ave  :  Ocean Ave  -  Plymouth Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Arbutus 'Marina',Hybrid Strawberry Tree,{'url': 'http://bsm.sfdpw.org/treephotos/204931/mobilePic1645050198244.jpg'},5995857.30737,2092198.6644,37.72469124973039,-122.4564303533134,"{'type': 'Point', 'coordinates': [-122.456, 37.7247]}",71,71,9,8,41
Posted 15 Day,2024-08-02T00:00:00.000,59612,10,1049,Tennessee St  :  20th St  -  22nd St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Liquidambar styraciflua,American Sweet Gum,{'url': 'http://bsm.sfdpw.org/treephotos/59612/mobilePic1722624300804.jpg'},6015555.05053,2104225.77952,37.759159457137784,-122.38936701590579,"{'type': 'Point', 'coordinates': [-122.389, 37.7592]}",55,55,2,9,26
Posted 15 Day,2023-10-12T00:00:00.000,4815,9,36,Cortland Ave  :  Mission St  -  Coleridge St,DPW Maintained,DPW,1,"Sidewalk, Curb side",Cutout,Tree,Eucalyptus sideroxylon,Red Ironbark,{'url': 'http://bsm.sfdpw.org/treephotos/4815/mobilePic1697152491618.jpg'},6005920.04886,2097862.788,37.74080405786254,-122.42229112686016,"{'type': 'Point', 'coordinates': [-122.422, 37.7408]}",83,83,9,2,2
Posted 15 Day,2019-06-03T00:00:00.000,205359,7,501,Dewey Blvd  :  Pacheco St  -  Taraval St,DPW Maintained,Private,4,"Sidewalk, Curb side",Yard,Tree,Cordyline australis,Dracena Palm,{'url': 'http://bsm.sfdpw.org/treephotos/205359/mobilePic1559596949874.jpg'},5994566.24222,2099806.26711,37.744659445609514,-122.46253356094167,"{'type': 'Point', 'coordinates': [-122.463, 37.7447]}",45,45,10,8,41
Posted 24hr,2021-03-11T00:00:00.000,185658,4,2100,Sunset Blvd  :  Quintara St  -  Rivera St,DPW Maintained,Private,39,"Sidewalk, Property side",Yard,Tree,Pinus radiata,Monterey Pine,{'url': 'http://bsm.sfdpw.org/treephotos/185658/mobilePic1615505253324.jpg'},5985054.4295,2100560.2663,37.74688194019785,-122.49484702307696,"{'type': 'Point', 'coordinates': [-122.495, 37.7469]}",39,39,10,7,35
Posted 30 Day,2018-08-30T00:00:00.000,218932,5,1370,04th Ave  :  Irving St  -  Parnassus Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Lophostemon confertus,Brisbane Box,{'url': 'http://bsm.sfdpw.org/treephotos/218932/mobilePic1683242564908.jpg'},5994902.6169,2106292.99306,37.76344975715041,-122.46090033406543,"{'type': 'Point', 'coordinates': [-122.461, 37.7634]}",109,109,7,11,14
Posted 15 Day,2017-11-06T00:00:00.000,1494,2,324,Arguello Blvd  :  California St  -  Cornwall St,DPW Maintained,DPW,1,"Sidewalk, Curb side",Cutout,Empty,Stump (use Grinder),Stump (use Grinder),{'url': 'http://bsm.sfdpw.org/treephotos/1494/mobilePic1582924971221.jpg'},5995577.80377,2114269.78736,37.78537026792439,-122.4591562353607,"{'type': 'Point', 'coordinates': [-122.459, 37.7854]}",11,11,8,6,31
Posted 30 Day,2018-12-19T00:00:00.000,139942,6,900,Golden Gate Ave  :  Gough St  -  Laguna St,DPW Maintained,Private,5,"Sidewalk, Curb side",Cutout,Tree,Maytenus boaria,Mayten,{'url': 'http://bsm.sfdpw.org/treephotos/139942/mobilePic1549399999423.jpg'},6005146.1704,2112364.2407,37.780402324115535,-122.42537387510771,"{'type': 'Point', 'coordinates': [-122.425, 37.7804]}",97,97,4,11,39
Posted 24hr,2024-11-06T00:00:00.000,83624,6,646,Ellis St  :  Hyde St  -  Larkin St,DPW Maintained,FUF,1,"Sidewalk, Curb side",Cutout,Tree,Stump (use Grinder),Stump (use Grinder),{'url': 'http://bsm.sfdpw.org/treephotos/83624/mobilePic1712531768048.jpg'},6007768,2113775,37.7843422793314,-122.41688924337127,"{'type': 'Point', 'coordinates': [-122.417, 37.7843]}",20,20,5,10,36
Posted 15 Day,2019-05-10T00:00:00.000,138170,5,1800,Laguna St  :  Bush St  -  Pine St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/138170/mobilePic1557524276426.jpg'},6004432.7848,2115052.4725,37.78811380100732,-122.42861856041227,"{'type': 'Point', 'coordinates': [-122.429, 37.7881]}",101,101,4,11,30
Posted 15 Day,2017-12-14T00:00:00.000,210189,7,511,Joost Ave  :  Edna St  -  Edna St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Melaleuca quinquenervia,Cajeput,{'url': 'http://bsm.sfdpw.org/treephotos/210189/mobilePic1513293391841.jpg'},5998633.47604,2094965.10218,37.732335023732155,-122.44694377104359,"{'type': 'Point', 'coordinates': [-122.447, 37.7323]}",95,95,9,8,41
Posted 30 Day,2019-08-09T00:00:00.000,140583,5,949,Fillmore St  :  Fulton St  -  McAllister St,DPW Maintained,Private,9,"Sidewalk, Curb side",Cutout,Tree,Ficus nitida,Laurel Fig,{'url': 'http://bsm.sfdpw.org/treephotos/140583/mobilePic1603390977658.jpg'},6003424.6737,2111485.9504,37.778165967538015,-122.43166893067774,"{'type': 'Point', 'coordinates': [-122.432, 37.7782]}",23,23,4,11,39
Posted 24hr,2023-01-10T00:00:00.000,11119,2,2100,Hyde St  :  Filbert St  -  Greenwich St,DPW Maintained,DPW,2,"Sidewalk, Curb side",Cutout,Tree,Stump,Stump,{'url': 'http://bsm.sfdpw.org/treephotos/11119/mobilePic1673382038205.jpg'},6007209.66009,2119548.23397,37.800598062120784,-122.41932917571815,"{'type': 'Point', 'coordinates': [-122.419, 37.8006]}",107,107,6,6,32
Posted 15 Day,2019-08-20T00:00:00.000,142119,5,1208,Grove St  :  Scott St  -  Divisadero St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Magnolia grandiflora 'D.D. Blanchard',D.D. Blanchard Southern Magnolia,{'url': 'http://bsm.sfdpw.org/treephotos/142119/mobilePic1565890741229.jpg'},6002005.9378,2110874.6586,37.776031610329426,-122.43715399665821,"{'type': 'Point', 'coordinates': [-122.437, 37.776]}",23,23,4,11,9
Posted 30 Day,2019-02-06T00:00:00.000,59956,5,426,Ivy St  :  Octavia St  -  Laguna St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Ficus retusa nitida,Banyan Fig,{'url': 'http://bsm.sfdpw.org/treephotos/59956/mobilePic1596232863837.jpg'},6005279.4106,2111149.1414,37.77703491205957,-122.42553830010075,"{'type': 'Point', 'coordinates': [-122.426, 37.777]}",22,22,4,11,9
Posted 30 Day,2019-08-20T00:00:00.000,140492,5,1330,Turk St  :  Webster St  -  Fillmore St,Permitted Site,Private,2,"Sidewalk, Curb side",Cutout,Empty,Podocarpus gracilor,Fern Pine,{'url': 'http://bsm.sfdpw.org/treephotos/140492/mobilePic1556212769854.jpg'},6003634.4941,2112489.009,37.780605905981574,-122.43128240375411,"{'type': 'Point', 'coordinates': [-122.431, 37.7806]}",97,97,4,11,39
Posted 15 Day,2018-06-04T00:00:00.000,23786,5,1100,Webster St  :  Turk St  -  Eddy St,DPW Maintained,DPW,1,Median,Cutout,Tree,Platanus x hispanica,"Sycamore, London Plane",{'url': 'http://bsm.sfdpw.org/treephotos/23786/mobilePic1528139912987.jpg'},6003813.7072,2112544.6294,37.781187654548106,-122.43043248434242,"{'type': 'Point', 'coordinates': [-122.43, 37.7812]}",97,97,4,11,39
Posted 24hr,2022-07-20T00:00:00.000,223431,9,357,Precita Ave  :  Folsom St  -  Harrison St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Empty,Planting site,Planting Site,{'url': 'http://bsm.sfdpw.org/treephotos/223431/mobilePic1658324472608.jpg'},6009008.57649,2100230.6631,37.74723601921255,-122.41247960084385,"{'type': 'Point', 'coordinates': [-122.412, 37.7472]}",83,83,9,2,2
Posted 30 Day,2019-04-09T00:00:00.000,22614,6,1001,Turk St  :  Gough St  -  Laguna St,DPW Maintained,Rec/Park,5,"Sidewalk, Curb side",Cutout,Tree,Acacia melanoxylon,Blackwood Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/22614/mobilePic1733433925496.jpg'},6005426.7391,2112695.1691,37.781326367090195,-122.42556029537475,"{'type': 'Point', 'coordinates': [-122.426, 37.7813]}",100,100,4,11,39
Posted 24hr,2022-07-19T00:00:00.000,211257,7,100,Casitas Ave  :  Start: 01-190 Block  -  Ludlow Aly,DPW Maintained,DPW,3,Median,Cutout,Empty,Planting site,Planting Site,{'url': 'http://bsm.sfdpw.org/treephotos/211257/mobilePic1657663205325.jpg'},5995466.65177,2096989.01448,37.73768654383275,-122.45877602671949,"{'type': 'Point', 'coordinates': [-122.459, 37.7377]}",117,117,9,8,41
Posted 30 Day,2022-01-07T00:00:00.000,225479,8,2166,15th St  :  Sanchez St  -  Noe St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Empty,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/225479/mobilePic1694027917164.jpg'},6003110.62819,2107135.77187,37.76592897032846,-122.43214662673357,"{'type': 'Point', 'coordinates': [-122.432, 37.7659]}",28,28,7,5,5
Posted 24hr,2022-08-23T00:00:00.000,232996,8,191,Frederick St  :  Delmar St  -  Ashbury St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Lophostemon confertus,Brisbane Box,{'url': 'http://bsm.sfdpw.org/treephotos/232996/mobilePic1671748913708.jpg'},5999157.58061,2107656.02216,37.767271696287274,-122.44595701782086,"{'type': 'Point', 'coordinates': [-122.446, 37.7673]}",25,25,7,11,3
Posted 15 Day,2019-05-16T00:00:00.000,5208,5,802,Divisadero St  :  Fulton St  -  McAllister St,DPW Maintained,DPW,1,"Sidewalk, Curb side",Cutout,Tree,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/5208/mobilePic1696103678838.jpg'},6001567.0603,2111230.6559,37.777329509458205,-122.43821924313261,"{'type': 'Point', 'coordinates': [-122.438, 37.7773]}",23,23,4,11,39
Posted 24hr,2021-06-02T00:00:00.000,176425,10,3338,San Bruno Ave  :  Ordway St  -  Ward St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Ficus microcarpa,Chinese Banyan,{'url': 'http://bsm.sfdpw.org/treephotos/176425/mobilePic1622666649904.jpg'},6011982.06755,2090001.33634,37.71978528992841,-122.40058522688847,"{'type': 'Point', 'coordinates': [-122.401, 37.7198]}",91,91,9,9,25
Posted 24hr,2023-10-19T00:00:00.000,200738,10,1667,Quesada Ave  :  Lane St  -  03rd St,Permitted Site,Private,1,"Sidewalk, Curb side",Cutout,Tree,,To Be Determine,{'url': 'http://bsm.sfdpw.org/treephotos/200738/mobilePic1697754291478.jpg'},6014840.7331,2094895.4662,37.73275660115397,-122.39042254112925,"{'type': 'Point', 'coordinates': [-122.39, 37.7328]}",86,86,2,9,1
Posted 24hr,2021-05-06T00:00:00.000,219923,8,25,Valley St  :  San Jose Ave  -  Dolores St,DPW Maintained,Private,5,"Sidewalk, Curb side",Cutout,Tree,Arbutus 'Marina',Hybrid Strawberry Tree,{'url': 'http://bsm.sfdpw.org/treephotos/219923/mobilePic1620334518197.jpg'},6005727.82092,2099324.65783,37.744697388200514,-122.42344902794854,"{'type': 'Point', 'coordinates': [-122.423, 37.7447]}",84,84,9,5,22
Posted 15 Day,2021-09-17T00:00:00.000,10393,5,1365,Haight St  :  Central Ave  -  Masonic Ave,DPW Maintained,DPW,5,"Sidewalk, Curb side",Cutout,Tree,Platanus x hispanica,"Sycamore, London Plane",{'url': 'http://bsm.sfdpw.org/treephotos/10393/mobilePic1631903359793.jpg'},5999716.5973,2108763.6401,37.77031826209858,-122.44449703935848,"{'type': 'Point', 'coordinates': [-122.444, 37.7703]}",25,25,7,11,3
Posted 30 Day,2022-04-22T00:00:00.000,79286,2,1322,Baker St  :  Geary Blvd  -  Post St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Acacia melanoxylon,Blackwood Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/79286/mobilePic1655405189733.jpg'},6000254.8822,2113507.7337,37.78339133839717,-122.44289110141091,"{'type': 'Point', 'coordinates': [-122.443, 37.7834]}",103,103,8,6,31
Posted 15 Day,2019-06-24T00:00:00.000,205524,7,141,Greenwood Ave  :  Colon Ave  -  Plymouth Ave,DPW Maintained,Private,3,"Sidewalk, Curb side",Cutout,Tree,Arbutus unedo,Strawberry Tree,{'url': 'http://bsm.sfdpw.org/treephotos/205524/mobilePic1561397477553.jpg'},5995982.8575,2093718.26393,37.728783767119204,-122.4560197061212,"{'type': 'Point', 'coordinates': [-122.456, 37.7288]}",71,71,9,8,41
